algorithm,length,ticks_per_second,total_ticks,robots,arena_size,seed,arena_type,maze_width,maze_height,scatter_size,scatter_density,num_agents,reached_count,reached_ratio,mean_time_sec,fastest_time_sec,slowest_time_sec,total_distance,obstacles_count,run_id
aco,1,2,2,2,10.0,17341,scatter,10,10,0.768094199155575,0.09739272555178181,2,0,0.0,0,0,0,0.1109975703545237,21,13
flood_fill,1,2,2,7,10.0,92861,scatter,10,10,0.7816985335151136,0.16716582840281827,7,0,0.0,0,0,0,0.5066861008822928,31,241
coverage,1,2,2,3,10.0,6955,scatter,10,10,0.9612019566771982,0.26071342240990786,3,0,0.0,0,0,0,0.13252506428608885,30,204
aco,1,2,2,6,10.0,9777,scatter,10,10,0.10137970526665185,0.2516962147860258,6,0,0.0,0,0,0,0.31965781799903314,2449,70
projet,1,2,2,8,10.0,91166,scatter,10,10,0.5312463341471886,0.8426779867038048,8,0,0.0,0,0,0,0.10874623079496139,104,448
coverage,1,2,2,10,10.0,558,scatter,10,10,0.10029451121297293,0.3173604137987729,10,0,0.0,0,0,0,0.4080221562291859,2792,237
coverage,1,2,2,1,10.0,4627,scatter,10,10,0.8130133387143342,0.3461792110075726,1,0,0.0,0,0,0,0.0,44,86
flood_fill,1,2,2,5,10.0,48311,scatter,10,10,0.4455778308438193,0.08859838978675941,5,0,0.0,0,0,0,0.3727378203741041,49,35
pso,1,2,2,5,10.0,63365,scatter,10,10,0.7442533831499466,0.07248531804599524,5,0,0.0,0,0,0,0.0948083473463595,17,474
coverage,1,2,2,8,10.0,61221,scatter,10,10,0.9555943910945868,0.4232480733734984,8,0,0.0,0,0,0,0.24646523032119225,32,167
aco,1,2,2,9,10.0,19410,scatter,10,10,0.2857863085498271,0.06992442329953491,9,0,0.0,0,0,0,0.5652188233396335,90,141
coverage,1,2,2,10,10.0,23254,scatter,10,10,1.7772266731743185,0.8217746482726367,10,0,0.0,0,0,0,0.5654976699388514,12,25
flood_fill,1,2,2,10,10.0,23688,scatter,10,10,0.1993390682719915,0.2337986137132235,10,0,0.0,0,0,0,0.4272153822017582,592,75
aco,1,2,2,4,10.0,30093,scatter,10,10,1.1599015171222253,0.5456083425033841,4,0,0.0,0,0,0,0.2615847850632911,20,125
aco,1,2,2,10,10.0,15047,scatter,10,10,0.8582691576586075,0.6372602273345799,10,0,0.0,0,0,0,0.4572955488632437,43,93
flood_fill,1,2,2,8,10.0,52182,scatter,10,10,0.31158677448016675,0.6354656073697,8,0,0.0,0,0,0,0.35119304388315137,297,292
pso,1,2,2,10,10.0,19727,scatter,10,10,1.2519510400507383,0.762125554083665,10,0,0.0,0,0,0,0.12871122975507773,20,36
aco,1,2,2,4,10.0,78568,scatter,10,10,1.9433939904170938,0.4145468262063159,4,0,0.0,0,0,0,0.28511771757549054,11,455
aco,1,2,2,6,10.0,90625,scatter,10,10,1.395349148886693,0.3094229128571456,6,0,0.0,0,0,0,0.32265417197452856,17,124
projet,1,2,2,7,10.0,10999,scatter,10,10,1.5267946509802341,0.3478023126280459,7,0,0.0,0,0,0,0.10003052759218427,15,106
projet,1,2,2,6,10.0,39321,scatter,10,10,0.4815603551654062,0.41098610954334525,6,0,0.0,0,0,0,0.059561415318609284,119,44
pso,1,2,2,10,10.0,11741,scatter,10,10,1.7590545915373408,0.23304486199724425,10,0,0.0,0,0,0,0.15993659131300755,10,380
pso,1,2,2,6,10.0,16359,scatter,10,10,1.521437558962933,0.7896708961806429,6,0,0.0,0,0,0,0.0828631266744465,15,366
coverage,1,2,2,2,10.0,19706,scatter,10,10,0.7374203113035313,0.4381414974209684,2,0,0.0,0,0,0,0.0,54,177
projet,1,2,2,10,10.0,82276,scatter,10,10,0.6130467215274784,0.04967075030610562,10,0,0.0,0,0,0,0.3092713180729934,17,107
coverage,1,2,2,1,10.0,33469,scatter,10,10,0.5037885837722281,0.16966795075781582,1,0,0.0,0,0,0,0.06533451346723236,71,156
flood_fill,1,2,2,1,10.0,6815,scatter,10,10,1.7948110886753896,0.4062282105819361,1,0,0.0,0,0,0,0.08886611636051205,12,118
coverage,1,2,2,5,10.0,27231,scatter,10,10,1.3020981902999953,0.049917581319432344,5,0,0.0,0,0,0,0.06811335468531923,7,97
flood_fill,1,2,2,3,10.0,82923,scatter,10,10,1.8063069532743152,0.2030483773401948,3,0,0.0,0,0,0,0.20657488210684527,10,164
aco,1,2,2,7,10.0,46027,scatter,10,10,0.677629784024582,0.12498951437078121,7,0,0.0,0,0,0,0.36677409611094747,31,115
coverage,1,2,2,9,10.0,54913,scatter,10,10,0.9472549583369615,0.6735393977498169,9,0,0.0,0,0,0,0.3227347712724296,32,234
pso,1,2,2,4,10.0,36931,scatter,10,10,0.8985543987111029,0.5504503019967549,4,0,0.0,0,0,0,0.0614888155756414,37,190
coverage,1,2,2,2,10.0,7051,scatter,10,10,1.2597960102223216,0.13669899098200552,2,0,0.0,0,0,0,0.12376281801516878,13,213
pso,1,2,2,1,10.0,75324,scatter,10,10,0.5072674219439873,0.1671922063141687,1,0,0.0,0,0,0,0.014659128759923243,69,498
aco,1,2,2,3,10.0,54059,scatter,10,10,0.9784333653993494,0.8514259810597706,3,0,0.0,0,0,0,0.11945986685927737,30,24
flood_fill,1,2,2,10,10.0,47940,scatter,10,10,1.4504610727640077,0.0807934736006646,10,0,0.0,0,0,0,0.5175501736164512,8,183
pso,1,2,2,9,10.0,29072,scatter,10,10,1.478964723294745,0.7761883762965307,9,0,0.0,0,0,0,0.1499128324173977,14,320
flood_fill,1,2,2,8,10.0,99914,scatter,10,10,1.7189492189800042,0.7305335044727796,8,0,0.0,0,0,0,0.3539034099128523,12,311
pso,1,2,2,1,10.0,39482,scatter,10,10,0.6228463011722901,0.07352306508945748,1,0,0.0,0,0,0,0.022233971417630866,23,29
projet,1,2,2,5,10.0,29128,scatter,10,10,0.46823235711096833,0.10420066694976216,5,0,0.0,0,0,0,0.04795595752042519,52,312
aco,1,2,2,3,10.0,44207,scatter,10,10,1.0483852282168358,0.11024595520194184,3,0,0.0,0,0,0,0.18363004930898438,14,477
pso,1,2,2,1,10.0,97812,scatter,10,10,0.12113890488888088,0.5316179004843579,1,0,0.0,0,0,0,0.011947420014380018,1952,362
projet,1,2,2,3,10.0,30086,scatter,10,10,1.9893918780149698,0.6001490994664179,3,0,0.0,0,0,0,0.020249949389263455,11,195
flood_fill,1,2,2,9,10.0,64475,scatter,10,10,0.13429525460201766,0.7881445975912251,9,0,0.0,0,0,0,0.5670744716790148,1605,197
flood_fill,1,2,2,8,10.0,57172,scatter,10,10,0.13991509110826084,0.09224325457548206,8,0,0.0,0,0,0,0.4114359882611345,475,1
aco,1,2,2,6,10.0,31575,scatter,10,10,0.6105825276000546,0.32835877522002754,6,0,0.0,0,0,0,0.3645559214894727,71,398
pso,1,2,2,9,10.0,55388,scatter,10,10,1.3884483179830565,0.8506211189938331,9,0,0.0,0,0,0,0.15184902825718988,17,282
projet,1,2,2,4,10.0,86011,scatter,10,10,1.12125864927686,0.1282937805744591,4,0,0.0,0,0,0,0.0638458092698577,14,271
projet,1,2,2,9,10.0,20956,scatter,10,10,1.699696679312772,0.523021284036883,9,0,0.0,0,0,0,0.20251098889631927,12,399
coverage,1,2,2,6,10.0,22286,scatter,10,10,1.1080623218017687,0.05239352916584802,6,0,0.0,0,0,0,0.25567860208105425,8,203
projet,1,2,2,7,10.0,20397,scatter,10,10,1.0778106127348546,0.4638524737973916,7,0,0.0,0,0,0,0.06328322416164539,26,261
coverage,1,2,2,1,10.0,34982,scatter,10,10,0.5307229715162133,0.4901392052671508,1,0,0.0,0,0,0,0.0,99,96
aco,1,2,2,2,10.0,20575,scatter,10,10,1.9669404863070394,0.2263030933027615,2,0,0.0,0,0,0,0.17625421206013334,10,90
projet,1,2,2,4,10.0,97517,scatter,10,10,1.5958778867784158,0.520162563176595,4,0,0.0,0,0,0,0.05530408076241169,14,84
pso,1,2,2,10,10.0,96159,scatter,10,10,1.6553726940013638,0.062405980501154694,10,0,0.0,0,0,0,0.14401704932418719,6,277
aco,1,2,2,1,10.0,32462,scatter,10,10,1.1042639991077468,0.21633151573141776,1,0,0.0,0,0,0,0.06003474261625583,22,135
projet,1,2,2,8,10.0,65550,scatter,10,10,0.32317960191338524,0.823646811692247,8,0,0.0,0,0,0,0.14555599036777925,275,116
flood_fill,1,2,2,2,10.0,50608,scatter,10,10,1.3137752600122001,0.11166471655905993,2,0,0.0,0,0,0,0.12757804204620482,10,47
pso,1,2,2,9,10.0,54102,scatter,10,10,0.23293730896818576,0.6033448782391216,9,0,0.0,0,0,0,0.10824813748648274,531,208
aco,1,2,2,10,10.0,93962,scatter,10,10,0.8254763067690881,0.18581490958492547,10,0,0.0,0,0,0,0.5299029676710222,31,229
coverage,1,2,2,7,10.0,51681,scatter,10,10,1.801040917726593,0.03396536645660925,7,0,0.0,0,0,0,0.3220745553908003,5,344
projet,1,2,2,10,10.0,64625,scatter,10,10,1.0362321842997724,0.31874210701829553,10,0,0.0,0,0,0,0.15735353753532835,26,55
aco,1,2,2,8,10.0,69808,scatter,10,10,1.7669816719680633,0.0641210802717788,8,0,0.0,0,0,0,0.48790858039357676,6,210
coverage,1,2,2,2,10.0,426,scatter,10,10,1.7541840313401948,0.7165542742518407,2,0,0.0,0,0,0,0.10054482145708138,12,218
projet,1,2,2,3,10.0,73684,scatter,10,10,1.625844396347665,0.014055539265762978,3,0,0.0,0,0,0,0.0203573526132604,5,109
aco,1,2,2,1,10.0,7641,scatter,10,10,1.7945607515022777,0.721638484214409,1,0,0.0,0,0,0,0.07951802423350385,12,359
flood_fill,1,2,2,6,10.0,46260,scatter,10,10,0.3420200614566906,0.28665401555473163,6,0,0.0,0,0,0,0.29751455218172485,241,235
coverage,1,2,2,1,10.0,29135,scatter,10,10,1.651778033013669,0.8127856943932272,1,0,0.0,0,0,0,0.0,12,347
pso,1,2,2,6,10.0,54276,scatter,10,10,0.2237878106537302,0.7533571442945203,6,0,0.0,0,0,0,0.11988325635574301,567,247
coverage,1,2,2,8,10.0,640,scatter,10,10,1.2252656957825239,0.5738571606854929,8,0,0.0,0,0,0,0.36914200850355555,22,14
coverage,1,2,2,9,10.0,27518,scatter,10,10,0.31914558915931635,0.3686163533252706,9,0,0.0,0,0,0,0.38252097409610897,275,386
coverage,1,2,2,5,10.0,65948,scatter,10,10,0.37652854593800633,0.37168903574164336,5,0,0.0,0,0,0,0.12664761016403125,202,103
projet,1,2,2,5,10.0,49131,scatter,10,10,1.055945842138505,0.3901498751687153,5,0,0.0,0,0,0,0.09975695296201807,28,71
aco,1,2,2,3,10.0,32330,scatter,10,10,1.6069335193879692,0.008609461237341904,3,0,0.0,0,0,0,0.17678804537007115,4,331
flood_fill,1,2,2,3,10.0,71456,scatter,10,10,0.3953949571312998,0.0010269182815757418,3,0,0.0,0,0,0,0.09612157975362345,5,296
flood_fill,1,2,2,6,10.0,30990,scatter,10,10,0.808291726147563,0.7727186498685461,6,0,0.0,0,0,0,0.3669744575442896,42,134
pso,1,2,2,1,10.0,76921,scatter,10,10,0.40823573780096045,0.10387139719290367,1,0,0.0,0,0,0,0.011941050749410662,66,38
pso,1,2,2,5,10.0,33092,scatter,10,10,0.44084817837015566,0.7062615278919363,5,0,0.0,0,0,0,0.08239740269159887,148,89
flood_fill,1,2,2,4,10.0,35446,scatter,10,10,0.5130070494965369,0.5901929158604678,4,0,0.0,0,0,0,0.20117942500490998,107,9
projet,1,2,2,7,10.0,26705,scatter,10,10,0.30662424543182887,0.3110212097975889,7,0,0.0,0,0,0,0.08180817675486247,296,255
projet,1,2,2,6,10.0,64049,scatter,10,10,0.5513616714307595,0.24706211088074662,6,0,0.0,0,0,0,0.06045334540704952,83,85
flood_fill,1,2,2,6,10.0,1073,scatter,10,10,1.2603777578043638,0.1639945215150658,6,0,0.0,0,0,0,0.3119761521967325,14,405
flood_fill,1,2,2,4,10.0,11447,scatter,10,10,1.678222330632461,0.012676449677634484,4,0,0.0,0,0,0,0.2324216599857435,4,104
flood_fill,1,2,2,7,10.0,90430,scatter,10,10,1.8978285817177998,0.02601633359018682,7,0,0.0,0,0,0,0.44813719388910583,5,155
pso,1,2,2,5,10.0,5409,scatter,10,10,1.3602772112867352,0.07943925520462801,5,0,0.0,0,0,0,0.05913802841204026,8,499
aco,1,2,2,4,10.0,70512,scatter,10,10,0.3201535956923621,0.8078671575469024,4,0,0.0,0,0,0,0.28124095660975806,283,5
coverage,1,2,2,9,10.0,49396,scatter,10,10,0.5688909598074652,0.5446053476316518,9,0,0.0,0,0,0,0.24864714171516783,90,454
aco,1,2,2,3,10.0,12471,scatter,10,10,0.8385080825642753,0.5453260627136659,3,0,0.0,0,0,0,0.19808082140583264,39,389
coverage,1,2,2,3,10.0,22243,scatter,10,10,0.33956561476444125,0.003288063469362677,3,0,0.0,0,0,0,0.08882982799150334,7,340
projet,1,2,2,7,10.0,83634,scatter,10,10,0.10212513691261452,0.3802401549985181,7,0,0.0,0,0,0,0.10346971720850763,2735,257
pso,1,2,2,4,10.0,1314,scatter,10,10,1.8868213605659907,0.16614261070921843,4,0,0.0,0,0,0,0.07809999586846152,9,440
coverage,1,2,2,2,10.0,65670,scatter,10,10,0.8317470807036897,0.07015400260399966,2,0,0.0,0,0,0,0.08920978604445594,14,304
pso,1,2,2,6,10.0,76709,scatter,10,10,1.1653941209069425,0.4017785142421004,6,0,0.0,0,0,0,0.08070438898175579,23,348
flood_fill,1,2,2,1,10.0,59542,scatter,10,10,0.41427562171620813,0.11397836918460878,1,0,0.0,0,0,0,0.08178071948815374,70,53
aco,1,2,2,1,10.0,6034,scatter,10,10,1.387359992371871,0.7738248957134363,1,0,0.0,0,0,0,0.04828855798219668,16,15
pso,1,2,2,5,10.0,41619,scatter,10,10,0.13790766545045072,0.8319657209026077,5,0,0.0,0,0,0,0.07682187874254018,1507,110
flood_fill,1,2,2,4,10.0,90614,scatter,10,10,1.5727563462819965,0.450260576875301,4,0,0.0,0,0,0,0.2656766321614561,12,50
pso,1,2,2,5,10.0,83083,scatter,10,10,1.224994590920146,0.1700705385110156,5,0,0.0,0,0,0,0.07432833835276467,15,481
flood_fill,1,2,2,2,10.0,16795,scatter,10,10,1.2708627126448107,0.04214911096491615,2,0,0.0,0,0,0,0.05531744066332735,7,379
pso,1,2,2,10,10.0,48984,scatter,10,10,1.1272370746047125,0.802889736363976,10,0,0.0,0,0,0,0.15973769385643047,26,154
coverage,1,2,2,8,10.0,38933,scatter,10,10,1.539404372437046,0.7043246847176604,8,0,0.0,0,0,0,0.3031542455748638,13,180
coverage,1,2,2,3,10.0,77903,scatter,10,10,1.2330446336540986,0.23215214052349276,3,0,0.0,0,0,0,0.13540086894824047,19,443
flood_fill,1,2,2,5,10.0,87303,scatter,10,10,1.0740601127065859,0.5887819973969495,5,0,0.0,0,0,0,0.2515060477190252,27,184
aco,1,2,2,7,10.0,28521,scatter,10,10,0.8266168758036785,0.14143543039244413,7,0,0.0,0,0,0,0.43445382229943275,25,221
coverage,1,2,2,7,10.0,19401,scatter,10,10,0.4256596646041291,0.45195835578133825,7,0,0.0,0,0,0,0.24190918544884085,156,169
pso,1,2,2,6,10.0,48385,scatter,10,10,0.9271996052359698,0.013612215204310857,6,0,0.0,0,0,0,0.06183527098301686,6,28
aco,1,2,2,2,10.0,97145,scatter,10,10,0.9410091019107658,0.4234475782782334,2,0,0.0,0,0,0,0.16880123693330307,33,39
flood_fill,1,2,2,2,10.0,13800,scatter,10,10,0.41797756098778327,0.13045390530955914,2,0,0.0,0,0,0,0.15207957082775103,79,254
flood_fill,1,2,2,8,10.0,6880,scatter,10,10,1.1138747372941469,0.6103129207937303,8,0,0.0,0,0,0,0.49273813875846995,25,145
pso,1,2,2,6,10.0,44806,scatter,10,10,1.3925998623917966,0.7247389758001999,6,0,0.0,0,0,0,0.08025190964232701,16,408
flood_fill,1,2,2,7,10.0,5963,scatter,10,10,0.520170719670657,0.07858036591504824,7,0,0.0,0,0,0,0.31374623904372984,33,367
projet,1,2,2,5,10.0,13704,scatter,10,10,0.8302606228598445,0.026404577391640666,5,0,0.0,0,0,0,0.03504199978055152,8,390
aco,1,2,2,8,10.0,89872,scatter,10,10,1.7760042537353289,0.024450270397223892,8,0,0.0,0,0,0,0.421246983117222,5,269
projet,1,2,2,6,10.0,21419,scatter,10,10,0.8188909766142368,0.8387011892290457,6,0,0.0,0,0,0,0.1172615195604397,43,136
projet,1,2,2,7,10.0,6955,scatter,10,10,0.4343441665853799,0.08272495414286214,7,0,0.0,0,0,0,0.07097870901112321,48,233
flood_fill,1,2,2,1,10.0,79155,scatter,10,10,0.23234051835462574,0.33439221501920635,1,0,0.0,0,0,0,0.08895440752430406,528,138
pso,1,2,2,8,10.0,31273,scatter,10,10,0.19062416447830138,0.10404506979988817,8,0,0.0,0,0,0,0.07567712181815325,290,151
aco,1,2,2,2,10.0,8738,scatter,10,10,1.784266432616433,0.350283139293599,2,0,0.0,0,0,0,0.14677929912894844,11,411
projet,1,2,2,8,10.0,29637,scatter,10,10,0.2930541589865189,0.1775997550802714,8,0,0.0,0,0,0,0.13015790647045916,211,119
coverage,1,2,2,5,10.0,42321,scatter,10,10,0.17124285605208012,0.0031467838802814924,5,0,0.0,0,0,0,0.13256385227935688,15,196
coverage,1,2,2,1,10.0,4288,scatter,10,10,0.7780689921599621,0.008580142695621336,1,0,0.0,0,0,0,0.08395164420069443,5,290
projet,1,2,2,5,10.0,67593,scatter,10,10,0.9053161737759644,0.32265552612790693,5,0,0.0,0,0,0,0.03374912826277501,36,462
projet,1,2,2,2,10.0,45333,scatter,10,10,1.974725451058998,0.015782134942530893,2,0,0.0,0,0,0,0.01349997311061181,4,424
projet,1,2,2,9,10.0,81329,scatter,10,10,1.2637032336497211,0.005972579271955224,9,0,0.0,0,0,0,0.19176194922846615,4,332
flood_fill,1,2,2,9,10.0,12525,scatter,10,10,0.22446731960996616,0.3057141353560129,9,0,0.0,0,0,0,0.5403659678233053,543,461
pso,1,2,2,3,10.0,40327,scatter,10,10,0.4512612171943602,0.2795343187112443,3,0,0.0,0,0,0,0.03804291753771555,136,12
coverage,1,2,2,8,10.0,42874,scatter,10,10,1.9667554569310821,0.40876214242642034,8,0,0.0,0,0,0,0.45909381050237447,10,249
coverage,1,2,2,7,10.0,4137,scatter,10,10,0.2361119033097291,0.264758642834582,7,0,0.0,0,0,0,0.22749104767409456,475,439
coverage,1,2,2,9,10.0,6173,scatter,10,10,1.1938029243850723,0.6484518817668508,9,0,0.0,0,0,0,0.5817739373373636,22,446
aco,1,2,2,5,10.0,97241,scatter,10,10,0.7986855627865349,0.23660589590759196,5,0,0.0,0,0,0,0.3533988401632969,41,258
coverage,1,2,2,5,10.0,68188,scatter,10,10,1.8777612879149301,0.7371035980108274,5,0,0.0,0,0,0,0.24891997990712383,10,437
pso,1,2,2,10,10.0,87719,scatter,10,10,0.281888472057114,0.18026334861399385,10,0,0.0,0,0,0,0.1622431157169206,231,308
projet,1,2,2,3,10.0,73159,scatter,10,10,1.2013211100937353,0.03977579684658418,3,0,0.0,0,0,0,0.020832065564745185,7,295
projet,1,2,2,6,10.0,71653,scatter,10,10,0.8489233405639371,0.7884057398444659,6,0,0.0,0,0,0,0.08194108503670552,40,34
pso,1,2,2,3,10.0,84082,scatter,10,10,0.5247332635237961,0.6056033245175004,3,0,0.0,0,0,0,0.020399172518392565,111,302
aco,1,2,2,8,10.0,68895,scatter,10,10,1.244453626031736,0.8458243820263531,8,0,0.0,0,0,0,0.2966173121754425,20,491
projet,1,2,2,7,10.0,99453,scatter,10,10,0.686328527853406,0.01689054105277654,7,0,0.0,0,0,0,0.0672706428389588,8,419
projet,1,2,2,10,10.0,61907,scatter,10,10,0.3594802542815835,0.014767116339734227,10,0,0.0,0,0,0,0.13187341213379145,15,182
coverage,1,2,2,4,10.0,31363,scatter,10,10,1.1625387299190266,0.01594613771205639,4,0,0.0,0,0,0,0.1484249004628323,5,64
flood_fill,1,2,2,4,10.0,95310,scatter,10,10,1.6786090266070701,0.8269675906680194,4,0,0.0,0,0,0,0.2382649163642692,12,23
aco,1,2,2,7,10.0,66189,scatter,10,10,1.3198479259974822,0.5726251032402182,7,0,0.0,0,0,0,0.43511971596589627,19,368
coverage,1,2,2,10,10.0,16599,scatter,10,10,1.2104759971579553,0.05453047536908308,10,0,0.0,0,0,0,0.1793207538571838,8,170
coverage,1,2,2,1,10.0,9555,scatter,10,10,0.47910375367487246,0.1390127495536501,1,0,0.0,0,0,0,0.0,65,105
coverage,1,2,2,5,10.0,11316,scatter,10,10,0.21544354496446705,0.42234237371997285,5,0,0.0,0,0,0,0.23399160056326923,611,88
pso,1,2,2,8,10.0,72796,scatter,10,10,1.1124136837082945,0.6792717797981973,8,0,0.0,0,0,0,0.0908743158766567,24,220
aco,1,2,2,1,10.0,21903,scatter,10,10,0.18387594288487089,0.23523403517545255,1,0,0.0,0,0,0,0.08181245886171622,700,483
flood_fill,1,2,2,3,10.0,38928,scatter,10,10,1.6795343039323671,0.42707495873716067,3,0,0.0,0,0,0,0.2607335982300226,14,301
aco,1,2,2,9,10.0,41049,scatter,10,10,0.5224437120002379,0.598453665565728,9,0,0.0,0,0,0,0.5102785261489236,104,337
coverage,1,2,2,6,10.0,9624,scatter,10,10,1.4516979396372893,0.8049395218365943,6,0,0.0,0,0,0,0.21468900273093247,15,415
flood_fill,1,2,2,10,10.0,69001,scatter,10,10,1.8699659492526626,0.08850096737728842,10,0,0.0,0,0,0,0.6857656466200732,7,305
flood_fill,1,2,2,3,10.0,15563,scatter,10,10,1.4270937499534402,0.09734170099863348,3,0,0.0,0,0,0,0.1365861485676815,9,315
coverage,1,2,2,2,10.0,76580,scatter,10,10,0.30417322453278517,0.07469322136165532,2,0,0.0,0,0,0,0.0,85,146
aco,1,2,2,10,10.0,88081,scatter,10,10,0.994825314827154,0.18458917254070417,10,0,0.0,0,0,0,0.5539377228976279,23,77
aco,1,2,2,7,10.0,2596,scatter,10,10,0.4976571921492996,0.7335884500404759,7,0,0.0,0,0,0,0.32985354882325185,116,82
aco,1,2,2,10,10.0,45605,scatter,10,10,0.7602994262042145,0.46796508729665787,10,0,0.0,0,0,0,0.35271053943688624,52,316
aco,1,2,2,3,10.0,91634,scatter,10,10,1.9459756791167386,0.22815859203815994,3,0,0.0,0,0,0,0.18340374563743317,10,326
projet,1,2,2,5,10.0,36082,scatter,10,10,1.284309667013191,0.5936347662480832,5,0,0.0,0,0,0,0.09128980807303644,20,458
pso,1,2,2,8,10.0,21815,scatter,10,10,0.3197416180422186,0.1262219175991936,8,0,0.0,0,0,0,0.08877430843782905,127,62
pso,1,2,2,6,10.0,88678,scatter,10,10,1.255862301674403,0.06458480211708587,6,0,0.0,0,0,0,0.08514081283383507,8,452
pso,1,2,2,10,10.0,30148,scatter,10,10,1.0998719356191486,0.3054052767300401,10,0,0.0,0,0,0,0.1458664108136963,24,91
projet,1,2,2,2,10.0,35953,scatter,10,10,1.2305119776457067,0.379629631255171,2,0,0.0,0,0,0,0.013499281753141572,21,193
flood_fill,1,2,2,1,10.0,71188,scatter,10,10,0.6753654551096644,0.5781595427715438,1,0,0.0,0,0,0,0.04298272781013365,61,322
projet,1,2,2,10,10.0,58837,scatter,10,10,1.6617774724137544,0.10976410978148249,10,0,0.0,0,0,0,0.17730230513440742,8,112
pso,1,2,2,2,10.0,70625,scatter,10,10,0.794184776409611,0.6957474807155792,2,0,0.0,0,0,0,0.01904317935708434,46,256
projet,1,2,2,8,10.0,75681,scatter,10,10,1.2609229817076073,0.00733762665741369,8,0,0.0,0,0,0,0.0871012102422081,4,142
aco,1,2,2,4,10.0,11049,scatter,10,10,1.346009364597686,0.26794307743738466,4,0,0.0,0,0,0,0.3021836914362457,16,430
projet,1,2,2,1,10.0,86157,scatter,10,10,1.6787033796320505,0.02598743840140787,1,0,0.0,0,0,0,0.006750339250734204,5,206
