algorithm,length,ticks_per_second,total_ticks,robots,arena_size,seed,arena_type,maze_width,maze_height,scatter_size,scatter_density,num_agents,reached_count,reached_ratio,mean_time_sec,fastest_time_sec,slowest_time_sec,total_distance,obstacles_count,run_id
flood_fill,1,2,2,5,10.0,6641,scatter,10,10,1.2386110126168635,0.09359412065875658,5,0,0.0,0,0,0,0.31691254551438097,10,244
flood_fill,1,2,2,9,10.0,72016,scatter,10,10,1.7643433487226654,0.13887176506659982,9,0,0.0,0,0,0,0.5573377136024468,8,114
flood_fill,1,2,2,2,10.0,24630,scatter,10,10,0.1364743808734289,0.657962916769461,2,0,0.0,0,0,0,0.025867375540469785,1556,329
aco,1,2,2,2,10.0,92967,scatter,10,10,1.6041753619558834,0.3848014109787878,2,0,0.0,0,0,0,0.10299479566783706,13,162
flood_fill,1,2,2,5,10.0,72947,scatter,10,10,0.7265918721254839,0.26706936482728233,5,0,0.0,0,0,0,0.34880264235750075,51,321
projet,1,2,2,8,10.0,27148,scatter,10,10,0.6310207579382467,0.36798153063245664,8,0,0.0,0,0,0,0.13291979574447033,71,76
pso,1,2,2,4,10.0,96461,scatter,10,10,0.2905578941178807,0.38112086107823356,4,0,0.0,0,0,0,0.07199463591583476,333,262
pso,1,2,2,2,10.0,62929,scatter,10,10,0.2316094582249517,0.28866606167663733,2,0,0.0,0,0,0,0.03896089168823749,504,280
projet,1,2,2,1,10.0,19937,scatter,10,10,1.6018613226711473,0.028063318424287397,1,0,0.0,0,0,0,0.006749846590849139,5,278
projet,1,2,2,1,10.0,52080,scatter,10,10,1.105547025009159,0.018188347531797877,1,0,0.0,0,0,0,0.006749513834344661,5,349
flood_fill,1,2,2,9,10.0,35221,scatter,10,10,0.7873601637792756,0.17762239441596642,9,0,0.0,0,0,0,0.4535315694638954,33,228
pso,1,2,2,4,10.0,59890,scatter,10,10,1.918278676267209,0.4319965402220276,4,0,0.0,0,0,0,0.04956691911193831,10,404
aco,1,2,2,3,10.0,85232,scatter,10,10,0.30222066115072294,0.47634560400686055,3,0,0.0,0,0,0,0.19078763292646808,306,438
flood_fill,1,2,2,8,10.0,34455,scatter,10,10,1.3397984269972139,0.48258126140844637,8,0,0.0,0,0,0,0.4612955204969197,17,42
aco,1,2,2,9,10.0,94309,scatter,10,10,1.006967559817977,0.770802295205772,9,0,0.0,0,0,0,0.39684911195975553,31,51
coverage,1,2,2,4,10.0,28997,scatter,10,10,1.977254344286236,0.3485235605225504,4,0,0.0,0,0,0,0.24757815591273463,10,303
coverage,1,2,2,3,10.0,89723,scatter,10,10,0.12841385484505521,0.18026703144564654,3,0,0.0,0,0,0,0.127396120335654,1097,222
pso,1,2,2,1,10.0,41506,scatter,10,10,1.5735107072085464,0.0077327687462770125,1,0,0.0,0,0,0,0.008814558979325354,4,144
coverage,1,2,2,10,10.0,45251,scatter,10,10,1.1907645058953016,0.4861441762474127,10,0,0.0,0,0,0,0.3008270489604267,23,376
aco,1,2,2,4,10.0,55570,scatter,10,10,0.990285715743158,0.001088749506181139,4,0,0.0,0,0,0,0.277090386450799,4,394
aco,1,2,2,6,10.0,69141,scatter,10,10,0.7334240815552681,0.2910025096502826,6,0,0.0,0,0,0,0.36216386467453493,53,402
aco,1,2,2,5,10.0,69257,scatter,10,10,1.843353370328855,0.5665732695455136,5,0,0.0,0,0,0,0.23763972457293867,10,176
pso,1,2,2,2,10.0,99521,scatter,10,10,1.5899465129877437,0.7676066322732532,2,0,0.0,0,0,0,0.0447461470147448,15,26
flood_fill,1,2,2,5,10.0,58506,scatter,10,10,1.6036227426141116,0.6984688482039283,5,0,0.0,0,0,0,0.26875023868850295,14,21
flood_fill,1,2,2,7,10.0,26030,scatter,10,10,1.1072949263734484,0.34587636760779744,7,0,0.0,0,0,0,0.39512534372264235,23,16
coverage,1,2,2,2,10.0,51631,scatter,10,10,0.4719909967298356,0.03869168418618328,2,0,0.0,0,0,0,0.04274942537625517,21,251
flood_fill,1,2,2,4,10.0,69882,scatter,10,10,1.4363626087019077,0.36642487148931135,4,0,0.0,0,0,0,0.18256873647380384,17,466
coverage,1,2,2,10,10.0,29464,scatter,10,10,1.6587090129442117,0.5774807637165659,10,0,0.0,0,0,0,0.45328924512914376,12,205
pso,1,2,2,8,10.0,60145,scatter,10,10,0.26096776284194817,0.1484081137553095,8,0,0.0,0,0,0,0.09815352618395766,222,81
projet,1,2,2,1,10.0,12447,scatter,10,10,0.2503240138957167,0.15404886912663462,1,0,0.0,0,0,0,0.006750260587562915,250,324
aco,1,2,2,8,10.0,67696,scatter,10,10,0.8447168754305643,0.06762318869559675,8,0,0.0,0,0,0,0.4222655901995712,13,391
projet,1,2,2,6,10.0,16300,scatter,10,10,1.3647814613283842,0.28947430515266676,6,0,0.0,0,0,0,0.08501260841700539,17,423
aco,1,2,2,5,10.0,7423,scatter,10,10,0.7986176543024595,0.6804581137091361,5,0,0.0,0,0,0,0.25114716514169816,45,102
flood_fill,1,2,2,4,10.0,50264,scatter,10,10,1.6790082727872901,0.012179751948666198,4,0,0.0,0,0,0,0.2537816725730166,4,130
pso,1,2,2,1,10.0,35027,scatter,10,10,0.8880568683023358,0.02387888707559119,1,0,0.0,0,0,0,0.006851514577083803,7,132
coverage,1,2,2,10,10.0,48507,scatter,10,10,1.6171647171574848,0.5170847338188718,10,0,0.0,0,0,0,0.4111592638629513,13,435
aco,1,2,2,7,10.0,9615,scatter,10,10,0.5373878965981495,0.21903700613273977,7,0,0.0,0,0,0,0.3474829911641696,80,372
projet,1,2,2,2,10.0,63262,scatter,10,10,1.2848168657219523,0.01765328720424051,2,0,0.0,0,0,0,0.01350025221986475,5,232
flood_fill,1,2,2,7,10.0,89538,scatter,10,10,0.3858877832473271,0.230425216077915,7,0,0.0,0,0,0,0.48469219795595453,159,406
aco,1,2,2,10,10.0,79930,scatter,10,10,1.7446238989504173,0.5419360497416446,10,0,0.0,0,0,0,0.5676283117040897,12,253
pso,1,2,2,3,10.0,40714,scatter,10,10,1.5183778760641435,0.4422196431694796,3,0,0.0,0,0,0,0.04683228089392129,14,299
flood_fill,1,2,2,7,10.0,81564,scatter,10,10,1.2754249547466234,0.027157670211143924,7,0,0.0,0,0,0,0.3488743011787372,6,139
projet,1,2,2,7,10.0,4128,scatter,10,10,1.4186804501419783,0.3632683139002991,7,0,0.0,0,0,0,0.07409251120362383,16,157
aco,1,2,2,9,10.0,90282,scatter,10,10,1.6594478143333027,0.19150921943372598,9,0,0.0,0,0,0,0.5260826208479282,11,365
aco,1,2,2,2,10.0,61886,scatter,10,10,0.26207768935940423,0.6204104694357705,2,0,0.0,0,0,0,0.14156433225426854,408,393
aco,1,2,2,10,10.0,73529,scatter,10,10,1.3889142667683911,0.06093389468688332,10,0,0.0,0,0,0,0.5177051745116761,7,267
coverage,1,2,2,7,10.0,28654,scatter,10,10,1.9622671759600847,0.037121765685339286,7,0,0.0,0,0,0,0.14000472811055892,5,68
pso,1,2,2,2,10.0,24222,scatter,10,10,0.5290295523832104,0.25212873048401263,2,0,0.0,0,0,0,0.014584396014844635,92,200
pso,1,2,2,8,10.0,4230,scatter,10,10,1.835166598669699,0.43434861176669426,8,0,0.0,0,0,0,0.10358616161872584,11,129
projet,1,2,2,2,10.0,72168,scatter,10,10,0.5307975164840439,0.10656528306635889,2,0,0.0,0,0,0,0.07766095749216034,42,211
flood_fill,1,2,2,7,10.0,77934,scatter,10,10,0.22838955544676043,0.00958877605503166,7,0,0.0,0,0,0,0.19820025299429903,22,32
projet,1,2,2,5,10.0,55316,scatter,10,10,0.31859837468270763,0.7862749450064883,5,0,0.0,0,0,0,0.03476247850123894,281,87
projet,1,2,2,9,10.0,51662,scatter,10,10,0.4307805492810143,0.02030020562644588,9,0,0.0,0,0,0,0.1076664537952762,15,65
flood_fill,1,2,2,5,10.0,40298,scatter,10,10,0.8250756483010271,0.19629710997008237,5,0,0.0,0,0,0,0.32373758275449516,33,353
aco,1,2,2,10,10.0,15527,scatter,10,10,0.4526132252249937,0.004268154328252575,10,0,0.0,0,0,0,0.6362638698123005,6,149
aco,1,2,2,7,10.0,31240,scatter,10,10,1.6585955925733658,0.15113010882742406,7,0,0.0,0,0,0,0.25731408108380965,9,447
pso,1,2,2,7,10.0,84285,scatter,10,10,1.217445951986971,0.3916115558089114,7,0,0.0,0,0,0,0.12563104401736508,21,172
flood_fill,1,2,2,10,10.0,73273,scatter,10,10,1.3078436556174107,0.6184308854964727,10,0,0.0,0,0,0,0.5847989580665279,18,264
aco,1,2,2,5,10.0,4635,scatter,10,10,0.4433607766108071,0.6761689880376696,5,0,0.0,0,0,0,0.26142998505650505,145,323
pso,1,2,2,7,10.0,95482,scatter,10,10,0.8385744251529786,0.24485626450964287,7,0,0.0,0,0,0,0.09534675207863043,39,173
coverage,1,2,2,2,10.0,92790,scatter,10,10,1.4843424864996164,0.2004445273408765,2,0,0.0,0,0,0,0.15220914777506483,13,317
projet,1,2,2,3,10.0,88574,scatter,10,10,0.37079427617669936,0.06979169307952855,3,0,0.0,0,0,0,0.02026613582994456,55,429
aco,1,2,2,1,10.0,5168,scatter,10,10,0.44583873276110464,0.578606860646558,1,0,0.0,0,0,0,0.048589414999565504,137,476
flood_fill,1,2,2,2,10.0,62446,scatter,10,10,0.31626263813061817,0.7919896287175098,2,0,0.0,0,0,0,0.09818244071239182,284,95
projet,1,2,2,1,10.0,44848,scatter,10,10,1.6076466796513633,0.3560586072730456,1,0,0.0,0,0,0,0.008327523101138486,16,382
aco,1,2,2,1,10.0,48070,scatter,10,10,1.3768541846376785,0.13881885248773712,1,0,0.0,0,0,0,0.05278088186076421,11,475
pso,1,2,2,2,10.0,3613,scatter,10,10,1.2984215752963726,0.5931463525684014,2,0,0.0,0,0,0,0.017786823318012276,17,478
projet,1,2,2,2,10.0,15862,scatter,10,10,0.6183696896964831,0.600012726837708,2,0,0.0,0,0,0,0.013500291922317898,75,421
projet,1,2,2,1,10.0,23749,scatter,10,10,0.7109864803374496,0.08169230870435562,1,0,0.0,0,0,0,0.00675022547771565,20,46
projet,1,2,2,6,10.0,41200,scatter,10,10,1.529873283107156,0.27868711486183073,6,0,0.0,0,0,0,0.11398604131007699,13,122
projet,1,2,2,4,10.0,56842,scatter,10,10,0.5244173819164609,0.03425364440060675,4,0,0.0,0,0,0,0.02699967840820969,16,470
coverage,1,2,2,7,10.0,86317,scatter,10,10,0.6239913787851661,0.44624173902922404,7,0,0.0,0,0,0,0.20316552858959983,72,123
pso,1,2,2,2,10.0,71130,scatter,10,10,1.9003253088236762,0.11789078866874979,2,0,0.0,0,0,0,0.03194573374067931,7,270
projet,1,2,2,9,10.0,81900,scatter,10,10,1.7554107372872916,0.6999038844909387,9,0,0.0,0,0,0,0.06422045261099633,13,100
aco,1,2,2,8,10.0,23804,scatter,10,10,0.8994271760267083,0.3604407534705536,8,0,0.0,0,0,0,0.37356589700553855,36,40
flood_fill,1,2,2,4,10.0,22867,scatter,10,10,1.5154336688133176,0.5897024641991261,4,0,0.0,0,0,0,0.10341982211671104,15,407
flood_fill,1,2,2,5,10.0,20581,scatter,10,10,1.0073933060101028,0.41808407668553055,5,0,0.0,0,0,0,0.311097936071542,31,48
projet,1,2,2,9,10.0,65272,scatter,10,10,1.2407878072474952,0.06437419931684531,9,0,0.0,0,0,0,0.15463196550262417,8,334
aco,1,2,2,6,10.0,10341,scatter,10,10,0.31604387709950604,0.8368294408362263,6,0,0.0,0,0,0,0.3911914548013182,291,148
coverage,1,2,2,10,10.0,71002,scatter,10,10,1.1412678827946297,0.8333992415023718,10,0,0.0,0,0,0,0.31580284415958915,21,357
pso,1,2,2,8,10.0,3139,scatter,10,10,1.1186521840464119,0.843808247901092,8,0,0.0,0,0,0,0.1067103473728323,23,307
coverage,1,2,2,7,10.0,36640,scatter,10,10,1.2099281875599657,0.5586505256361896,7,0,0.0,0,0,0,0.18165933636530704,22,265
coverage,1,2,2,8,10.0,8604,scatter,10,10,1.8056934092784283,0.6303142833663217,8,0,0.0,0,0,0,0.3957353928522479,11,111
flood_fill,1,2,2,3,10.0,13043,scatter,10,10,0.14688684233643312,0.10636527014746439,3,0,0.0,0,0,0,0.04768492872757346,497,217
pso,1,2,2,6,10.0,13847,scatter,10,10,1.5179419152525293,0.41977410258027426,6,0,0.0,0,0,0,0.11846974735778576,14,57
projet,1,2,2,3,10.0,70800,scatter,10,10,0.9900864628316915,0.4213657365369476,3,0,0.0,0,0,0,0.0202499459198267,32,363
pso,1,2,2,4,10.0,8511,scatter,10,10,0.44733018248980394,0.14906950551759518,4,0,0.0,0,0,0,0.06684525455999399,78,328
flood_fill,1,2,2,5,10.0,96998,scatter,10,10,0.25335077000735984,0.27191404555145376,5,0,0.0,0,0,0,0.34227731480661516,412,346
flood_fill,1,2,2,8,10.0,43467,scatter,10,10,1.3769633440999056,0.5282487409439955,8,0,0.0,0,0,0,0.47759732131162247,19,78
flood_fill,1,2,2,1,10.0,19919,scatter,10,10,0.8337269559161683,0.8094982959088002,1,0,0.0,0,0,0,0.07136860792393264,45,67
coverage,1,2,2,10,10.0,35818,scatter,10,10,1.181506900156176,0.004657195193157581,10,0,0.0,0,0,0,0.4539303761551178,4,375
pso,1,2,2,9,10.0,45090,scatter,10,10,1.7199440227402958,0.6332739864882941,9,0,0.0,0,0,0,0.15214683783451138,12,27
pso,1,2,2,10,10.0,58443,scatter,10,10,0.3298931527214353,0.7512042706483523,10,0,0.0,0,0,0,0.14007508950363956,264,428
pso,1,2,2,3,10.0,1865,scatter,10,10,0.9979811487394517,0.6336862981054656,3,0,0.0,0,0,0,0.025340072073239548,32,377
flood_fill,1,2,2,2,10.0,76052,scatter,10,10,0.45012855146089037,0.01738484160741433,2,0,0.0,0,0,0,0.11188285224591907,13,378
coverage,1,2,2,5,10.0,60198,scatter,10,10,0.13090338219554734,0.030049812587074908,5,0,0.0,0,0,0,0.21034493301856627,179,158
projet,1,2,2,1,10.0,56314,scatter,10,10,1.1264061741627531,0.4315268785334416,1,0,0.0,0,0,0,0.007286166207272027,24,207
aco,1,2,2,4,10.0,93397,scatter,10,10,0.32057249220150436,0.008179748233745076,4,0,0.0,0,0,0,0.19542140457331827,12,381
aco,1,2,2,3,10.0,11250,scatter,10,10,1.2395975681172335,0.28444968028839845,3,0,0.0,0,0,0,0.1869647395821512,20,453
pso,1,2,2,3,10.0,37264,scatter,10,10,1.533779481881342,0.31075619976635305,3,0,0.0,0,0,0,0.04738709529164689,15,165
pso,1,2,2,5,10.0,43164,scatter,10,10,1.7679019678049983,0.821417572363258,5,0,0.0,0,0,0,0.060931053167678495,12,350
flood_fill,1,2,2,3,10.0,98234,scatter,10,10,0.6729104471245924,0.7627521862723001,3,0,0.0,0,0,0,0.18386342281787055,63,336
pso,1,2,2,8,10.0,94867,scatter,10,10,0.6653325823765074,0.0343208113810148,8,0,0.0,0,0,0,0.10167810950225088,12,471
pso,1,2,2,7,10.0,8371,scatter,10,10,0.5940928359034899,0.2647909989641761,7,0,0.0,0,0,0,0.08985805195275606,77,288
aco,1,2,2,10,10.0,38076,scatter,10,10,0.4151431714545606,0.009592701188518713,10,0,0.0,0,0,0,0.4844014979316379,10,387
aco,1,2,2,8,10.0,80859,scatter,10,10,1.7550242045254423,0.0912122870528318,8,0,0.0,0,0,0,0.41005665694697835,7,494
aco,1,2,2,6,10.0,10154,scatter,10,10,1.892189720942511,0.5423757828258962,6,0,0.0,0,0,0,0.321700581521091,10,373
aco,1,2,2,2,10.0,12213,scatter,10,10,1.2396165629479503,0.1439394009436633,2,0,0.0,0,0,0,0.0337186207634189,13,212
coverage,1,2,2,5,10.0,61658,scatter,10,10,1.148494046783905,0.1366349654635253,5,0,0.0,0,0,0,0.26239391028317155,14,161
aco,1,2,2,5,10.0,42706,scatter,10,10,0.4360632941290674,0.06502106951988199,5,0,0.0,0,0,0,0.2942504722340222,38,187
aco,1,2,2,5,10.0,91445,scatter,10,10,1.9921157051705543,0.4259980088804694,5,0,0.0,0,0,0,0.3139088652212635,9,293
flood_fill,1,2,2,6,10.0,78009,scatter,10,10,0.8484712653233017,0.02715533323492006,6,0,0.0,0,0,0,0.23764693234281487,8,432
flood_fill,1,2,2,2,10.0,78763,scatter,10,10,0.3736049235012622,0.7048444074902706,2,0,0.0,0,0,0,0.15214756880738695,203,194
coverage,1,2,2,2,10.0,54941,scatter,10,10,0.9770794415482367,0.2898734974615971,2,0,0.0,0,0,0,0.0,30,342
flood_fill,1,2,2,1,10.0,91478,scatter,10,10,0.10676009913630957,0.03208425575900616,1,0,0.0,0,0,0,0.08614802243812679,285,159
projet,1,2,2,7,10.0,24828,scatter,10,10,1.739484051426716,0.6144284089988187,7,0,0.0,0,0,0,0.0527807516774035,10,133
coverage,1,2,2,9,10.0,35218,scatter,10,10,1.114065692382396,0.11663678792957369,9,0,0.0,0,0,0,0.32400895787294354,13,259
pso,1,2,2,7,10.0,8437,scatter,10,10,1.1271412978548991,0.4904796039961836,7,0,0.0,0,0,0,0.08125829032789697,22,318
coverage,1,2,2,7,10.0,53703,scatter,10,10,0.44731526890841833,0.7164431861101113,7,0,0.0,0,0,0,0.4015014445239373,145,19
flood_fill,1,2,2,8,10.0,20373,scatter,10,10,0.9329134659601289,0.09932231367632685,8,0,0.0,0,0,0,0.40405924730516296,15,263
flood_fill,1,2,2,2,10.0,43727,scatter,10,10,1.7539765914434846,0.12079496124999098,2,0,0.0,0,0,0,0.01597794570431342,8,449
coverage,1,2,2,5,10.0,98747,scatter,10,10,0.4521902047348265,0.04209009379279664,5,0,0.0,0,0,0,0.2226453329986687,25,92
coverage,1,2,2,6,10.0,59331,scatter,10,10,1.9987005580868553,0.06170655841892805,6,0,0.0,0,0,0,0.10180915297933714,6,426
flood_fill,1,2,2,1,10.0,57377,scatter,10,10,1.5879603345985147,0.36744499046836687,1,0,0.0,0,0,0,0.02057514758148759,13,468
flood_fill,1,2,2,9,10.0,6351,scatter,10,10,1.559934856650496,0.14931982146741668,9,0,0.0,0,0,0,0.31973102702690664,10,3
flood_fill,1,2,2,10,10.0,19028,scatter,10,10,1.2092924762476436,0.021174748746030574,10,0,0.0,0,0,0,0.54933439690833,5,152
projet,1,2,2,3,10.0,29529,scatter,10,10,1.8566547198966818,0.21888983350248617,3,0,0.0,0,0,0,0.028939903357156953,10,286
flood_fill,1,2,2,10,10.0,70189,scatter,10,10,1.9583397609730675,0.6674263393431362,10,0,0.0,0,0,0,0.562332739728771,10,143
projet,1,2,2,1,10.0,67639,scatter,10,10,1.9095460908383775,0.30314993006094937,1,0,0.0,0,0,0,0.006750290141912196,11,433
pso,1,2,2,1,10.0,60396,scatter,10,10,0.7030634803940256,0.3423802530107216,1,0,0.0,0,0,0,0.0175121902970477,59,281
aco,1,2,2,6,10.0,4735,scatter,10,10,0.5377303269062523,0.6105871002430722,6,0,0.0,0,0,0,0.34482051388373364,101,99
pso,1,2,2,1,10.0,55516,scatter,10,10,0.6915796072407575,0.25151590733672197,1,0,0.0,0,0,0,0.0071452218999836165,55,339
pso,1,2,2,3,10.0,11397,scatter,10,10,0.6719773685785299,0.5658425545961223,3,0,0.0,0,0,0,0.04700070236905708,63,174
aco,1,2,2,8,10.0,87532,scatter,10,10,0.607301436637861,0.08434369805353506,8,0,0.0,0,0,0,0.35762861590494455,27,224
aco,1,2,2,7,10.0,89153,scatter,10,10,0.44198270711860266,0.14421360270180497,7,0,0.0,0,0,0,0.27637472424246484,78,413
aco,1,2,2,6,10.0,75842,scatter,10,10,1.2833006949709331,0.20275852535258454,6,0,0.0,0,0,0,0.3193866155820562,16,245
aco,1,2,2,9,10.0,91900,scatter,10,10,1.314838468769149,0.10001029497573176,9,0,0.0,0,0,0,0.37360878228049965,10,463
aco,1,2,2,4,10.0,43467,scatter,10,10,1.4814508268704665,0.45621921014226424,4,0,0.0,0,0,0,0.2769138454880953,16,369
pso,1,2,2,8,10.0,32183,scatter,10,10,1.1535321922882609,0.23685619987478188,8,0,0.0,0,0,0,0.10434366445513789,21,69
coverage,1,2,2,8,10.0,72548,scatter,10,10,0.5055559323932045,0.018372922459578417,8,0,0.0,0,0,0,0.3391933085212066,11,140
pso,1,2,2,9,10.0,69403,scatter,10,10,0.43199804878545833,0.38277846467648124,9,0,0.0,0,0,0,0.1247728974425957,155,215
coverage,1,2,2,7,10.0,56102,scatter,10,10,1.818882457468274,0.2370614617313692,7,0,0.0,0,0,0,0.3203305624635013,11,355
aco,1,2,2,3,10.0,8960,scatter,10,10,0.3197446998237765,0.6785787009220231,3,0,0.0,0,0,0,0.2161322260712138,284,358
flood_fill,1,2,2,7,10.0,51274,scatter,10,10,1.7636237816847802,0.4189807507531337,7,0,0.0,0,0,0,0.3944572829008259,12,488
pso,1,2,2,5,10.0,65898,scatter,10,10,1.6737714490628395,0.0681588878108109,5,0,0.0,0,0,0,0.057336397884780475,6,420
flood_fill,1,2,2,8,10.0,87839,scatter,10,10,0.9267811558171943,0.8242411787153774,8,0,0.0,0,0,0,0.4949224941969945,33,37
pso,1,2,2,2,10.0,39772,scatter,10,10,0.3687720101446287,0.7786136848093388,2,0,0.0,0,0,0,0.03998525221739711,211,49
projet,1,2,2,9,10.0,61272,scatter,10,10,1.5363670373818317,0.1878759529061086,9,0,0.0,0,0,0,0.14654678964408419,12,30
aco,1,2,2,9,10.0,10472,scatter,10,10,1.8650346657254127,0.13960942377302882,9,0,0.0,0,0,0,0.35407016231749194,8,392
coverage,1,2,2,6,10.0,89970,scatter,10,10,1.6813055799744738,0.5287135783512249,6,0,0.0,0,0,0,0.18510237204881957,12,20
projet,1,2,2,5,10.0,38465,scatter,10,10,0.8799536047240818,0.27300574489596574,5,0,0.0,0,0,0,0.06668301234114724,38,181
aco,1,2,2,4,10.0,93508,scatter,10,10,1.6728130971723063,0.0033858137344238387,4,0,0.0,0,0,0,0.2689691542365595,4,467
pso,1,2,2,3,10.0,48952,scatter,10,10,1.2309767588780332,0.6273744992925592,3,0,0.0,0,0,0,0.028631822722181916,22,101
pso,1,2,2,7,10.0,40543,scatter,10,10,0.20107051787407154,0.1645915167724078,7,0,0.0,0,0,0,0.0666605328541656,411,98
aco,1,2,2,3,10.0,4790,scatter,10,10,0.5779974131702286,0.28656835804316555,3,0,0.0,0,0,0,0.1558270043243336,84,171
coverage,1,2,2,9,10.0,22459,scatter,10,10,0.3985432450467976,0.24626982035076725,9,0,0.0,0,0,0,0.45140053586524587,159,126
coverage,1,2,2,5,10.0,48246,scatter,10,10,0.746830740051301,0.02164409039381161,5,0,0.0,0,0,0,0.08335041666402429,8,383
coverage,1,2,2,3,10.0,11631,scatter,10,10,0.6903522356834048,0.6351970939178982,3,0,0.0,0,0,0,0.0,62,242
pso,1,2,2,2,10.0,4769,scatter,10,10,1.2397002031063737,0.35928523528029954,2,0,0.0,0,0,0,0.020153356675562943,22,250
projet,1,2,2,3,10.0,11633,scatter,10,10,1.8227652641277157,0.11631922198836708,3,0,0.0,0,0,0,0.02105108646785056,8,66
coverage,1,2,2,3,10.0,22244,scatter,10,10,1.666391895903029,0.0013616023342580528,3,0,0.0,0,0,0,0.11925926989211288,4,273
aco,1,2,2,2,10.0,96753,scatter,10,10,0.19169996489078397,0.36829941055011095,2,0,0.0,0,0,0,0.11691771122910555,760,497
flood_fill,1,2,2,6,10.0,44344,scatter,10,10,0.13902528204914075,0.08001773575725869,6,0,0.0,0,0,0,0.4064310029947935,418,10
flood_fill,1,2,2,7,10.0,23810,scatter,10,10,1.8594325831536203,0.016799230275939082,7,0,0.0,0,0,0,0.37391853788667523,4,325
pso,1,2,2,10,10.0,88457,scatter,10,10,1.7555741507220157,0.5125423987727142,10,0,0.0,0,0,0,0.20279736620793315,11,120
pso,1,2,2,4,10.0,82813,scatter,10,10,0.8770329756563856,0.3399556540289624,4,0,0.0,0,0,0,0.061068038754050466,36,414
coverage,1,2,2,9,10.0,45604,scatter,10,10,1.6474702614454808,0.12393664614420927,9,0,0.0,0,0,0,0.3771676046056126,9,313
flood_fill,1,2,2,5,10.0,23810,scatter,10,10,1.6345569688805013,0.09813156731619349,5,0,0.0,0,0,0,0.35029060002303375,8,80
